icon_id,method,variant,k,cluster,quality_score
b60db3e624f42686,kmeans,image,3,2,0.48288
267a1cfa1b945868,kmeans,image,3,2,0.48288
bfae58f1fddea6ca,kmeans,image,3,2,0.48288
51728b83850bdd59,kmeans,image,3,2,0.48288
9b43091dda8ba6a2,kmeans,image,3,2,0.48288
beb01358e580a3dd,kmeans,image,3,2,0.48288
e46cb208a324b797,kmeans,image,3,2,0.48288
349e6ba013b175a2,kmeans,image,3,2,0.48288
c44fc9812fde67c2,kmeans,image,3,2,0.48288
8ef0c8fc4d1c998c,kmeans,image,3,2,0.48288
649b2d1bed862671,kmeans,image,3,2,0.48288
